Sexe,PaysNat.,Doublement,DateEntrée,DateSortie,AdhesionTransport,CodeRegime,LibRegime,CleGestionMatEnseignee1,LibMatEnseignee1,CleGestionMatEnseignee2,LibMatEnseignee2,CodeModaliteElect2,LibModaliteElect2,CleGestionMatEnseignee3,LibMatEnseignee3,CodeModaliteElect3,LibModaliteElect3,CleGestionMatEnseignee4,LibMatEnseignee4,CodeModaliteElect4,LibModaliteElect4,CleGestionMatEnseigne5,LibMatEnseignee5,CodeModaliteElect5,LibModaliteElect5,CleGestionMatEnseigne6,LibMatEnseignee6,CodeModaliteElect6,LibModaliteElect6
M,FRANCE,O,04/09/2017,,N,0,EXTERN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,PFEG,PRINC.FOND. ECO.GEST,O,OBLIGATOIR,ICN,INFORM.&CREAT.NUMER.,O,OBLIGATOIR,,,,,,,,
M,FRANCE,N,04/09/2017,31/08/2018,N,0,EXTERN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,SES,SC. ECONO.& SOCIALES,O,OBLIGATOIR,A-SON,ARTS DU SON,O,OBLIGATOIR,,,,,,,,
F,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,,,,,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,,N,0,EXTERN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,,,,,,,,,,,,,,,,
M,FRANCE,N,04/09/2017,,N,0,EXTERN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,,,,,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,31/08/2018,N,0,EXTERN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,SES,SC. ECONO.& SOCIALES,O,OBLIGATOIR,MP-SC,METHOD.PRAT.SCIENTIF,O,OBLIGATOIR,,,,,,,,
M,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,ESP 8,LITT. ESPAGNOL,O,OBLIGATOIR,A-PLA,ARTS PLASTIQUES,O,OBLIGATOIR,EPS,ED.PHYSIQUE & SPORT.,F,FACULTATIF,,,,
F,PORTUGAL,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,,,,,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ALL2,ALLEMAND LV2,O,OBLIGATOIR,,,,,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,,N,0,EXTERN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,,,,,,,,,,,,,,,,
M,FRANCE,N,04/09/2017,31/08/2018,N,0,EXTERN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,SES,SC. ECONO.& SOCIALES,O,OBLIGATOIR,MP-SC,METHOD.PRAT.SCIENTIF,O,OBLIGATOIR,,,,,,,,
F,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,,,,,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,,N,0,EXTERN,AGL1,ANGLAIS LV1,ALL2,ALLEMAND LV2,O,OBLIGATOIR,LCALA,LCA LATIN,F,FACULTATIF,,,,,,,,,,,,
M,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ALL2,ALLEMAND LV2,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,,,,,,,,,,,,
M,FRANCE,N,04/09/2017,,N,0,EXTERN,AGL1,ANGLAIS LV1,ALL2,ALLEMAND LV2,O,OBLIGATOIR,,,,,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,,,,,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,,,,,,,,,,,,,,,,
M,FRANCE,N,04/09/2017,,N,0,EXTERN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,,,,,,,,,,,,,,,,
M,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,,,,,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,EPS,ED.PHYSIQUE & SPORT.,F,FACULTATIF,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ALL2,ALLEMAND LV2,O,OBLIGATOIR,,,,,,,,,,,,,,,,
M,FRANCE,N,04/09/2017,31/08/2018,N,2,DP DAN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,SES,SC. ECONO.& SOCIALES,O,OBLIGATOIR,MP-SC,METHOD.PRAT.SCIENTIF,O,OBLIGATOIR,EPS,ED.PHYSIQUE & SPORT.,F,FACULTATIF,,,,
M,FRANCE,N,04/09/2017,,N,25,DP 5 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,AGL 8,LITT. ANGLAIS,O,OBLIGATOIR,AGL4,ANGLAIS APPROFONDI,O,OBLIGATOIR,ITA3,ITALIEN LV3,F,FACULTATIF,,,,
M,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,,,,,,,,,,,,,,,,
M,CHINE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,,,,,,,,,,,,,,,,
M,FRANCE,N,04/09/2017,04/09/2017,N,0,EXTERN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,,,,,,,,,,,,,,,,
M,FRANCE,N,04/09/2017,,N,0,EXTERN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,LCAGR,LCA GREC,F,FACULTATIF,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ALL2,ALLEMAND LV2,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,,,,,,,,,,,,
M,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,MUSIQ,MUSIQUE,F,FACULTATIF,,,,,,,,
M,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ALL2,ALLEMAND LV2,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,ICN,INFORM.&CREAT.NUMER.,F,FACULTATIF,EPS,ED.PHYSIQUE & SPORT.,F,FACULTATIF,,,,
M,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ALL2,ALLEMAND LV2,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,,N,0,EXTERN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,ESP 8,LITT. ESPAGNOL,O,OBLIGATOIR,AGL4,ANGLAIS APPROFONDI,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,,,,
F,FRANCE,N,04/09/2017,,N,0,EXTERN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,LCAGR,LCA GREC,F,FACULTATIF,,,,,,,,
F,FRANCE,N,04/09/2017,31/08/2018,N,0,EXTERN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,SES,SC. ECONO.& SOCIALES,O,OBLIGATOIR,A-SON,ARTS DU SON,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,MUSIQ,MUSIQUE,F,FACULTATIF
F,FRANCE,N,04/09/2017,,N,25,DP 5 J,AGL1,ANGLAIS LV1,ALL2,ALLEMAND LV2,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,A-PLA,ARTS PLASTIQUES,F,FACULTATIF,,,,,,,,
F,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,ITA3,ITALIEN LV3,F,FACULTATIF,,,,,,,,
F,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ALL2,ALLEMAND LV2,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ALL2,ALLEMAND LV2,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,MUSIQ,MUSIQUE,F,FACULTATIF,,,,,,,,
F,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ALL2,ALLEMAND LV2,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,MUSIQ,MUSIQUE,F,FACULTATIF,,,,,,,,
F,FRANCE,N,04/09/2017,,N,25,DP 5 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,AGL 8,LITT. ANGLAIS,O,OBLIGATOIR,A-PLA,ARTS PLASTIQUES,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,MUSIQ,MUSIQUE,F,FACULTATIF
F,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ALL2,ALLEMAND LV2,O,OBLIGATOIR,AGL 8,LITT. ANGLAIS,O,OBLIGATOIR,AGL4,ANGLAIS APPROFONDI,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,,,,
F,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ALL2,ALLEMAND LV2,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,MUSIQ,MUSIQUE,F,FACULTATIF,,,,,,,,
F,FRANCE,N,04/09/2017,,N,25,DP 5 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,AGL 8,LITT. ANGLAIS,O,OBLIGATOIR,ITA3,ITALIEN LV3,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,,,,
F,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ALL2,ALLEMAND LV2,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,ESP 8,LITT. ESPAGNOL,O,OBLIGATOIR,MATHS,MATHEMATIQUES,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,ITA3,ITALIEN LV3,F,FACULTATIF
F,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,ESP 8,LITT. ESPAGNOL,O,OBLIGATOIR,MATHS,MATHEMATIQUES,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,ITA3,ITALIEN LV3,F,FACULTATIF
M,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,,N,0,EXTERN,AGL1,ANGLAIS LV1,ALL2,ALLEMAND LV2,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,,,,,,,,,,,,
F,BANGLADESH,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,,,,,,,,,,,,
M,FRANCE,N,04/09/2017,,N,0,EXTERN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,AGL 8,LITT. ANGLAIS,O,OBLIGATOIR,A-PLA,ARTS PLASTIQUES,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,MUSIQ,MUSIQUE,F,FACULTATIF
M,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,,,,,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,AGL 8,LITT. ANGLAIS,O,OBLIGATOIR,MATHS,MATHEMATIQUES,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,,,,
F,ALBANIE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,,,,,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,,N,0,EXTERN,AGL1,ANGLAIS LV1,ALL2,ALLEMAND LV2,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,,,,,,,,,,,,
M,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ALL2,ALLEMAND LV2,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,MUSIQ,MUSIQUE,F,FACULTATIF,,,,,,,,
F,FRANCE,N,04/09/2017,,N,25,DP 5 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,AGL 8,LITT. ANGLAIS,O,OBLIGATOIR,AGL4,ANGLAIS APPROFONDI,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,EPS,ED.PHYSIQUE & SPORT.,F,FACULTATIF
F,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,,,,,,,,,,,,,,,,
M,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,EPS,ED.PHYSIQUE & SPORT.,F,FACULTATIF,,,,,,,,
F,CONGO (REPUBLIQUE DEMOCRATIQUE DU),N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,ESP 8,LITT. ESPAGNOL,O,OBLIGATOIR,MATHS,MATHEMATIQUES,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,,,,
F,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,AGL 8,LITT. ANGLAIS,O,OBLIGATOIR,AGL4,ANGLAIS APPROFONDI,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,,,,
F,FRANCE,N,04/09/2017,31/08/2018,N,2,DP DAN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,SES,SC. ECONO.& SOCIALES,O,OBLIGATOIR,LCALA,LCA LATIN,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,EPS,ED.PHYSIQUE & SPORT.,F,FACULTATIF
M,FRANCE,N,04/09/2017,31/08/2018,N,2,DP DAN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,SES,SC. ECONO.& SOCIALES,O,OBLIGATOIR,A-VIS,ARTS VISUELS,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,,,,
F,FRANCE,N,04/09/2017,,N,25,DP 5 J,AGL1,ANGLAIS LV1,ALL2,ALLEMAND LV2,O,OBLIGATOIR,AGL 8,LITT. ANGLAIS,O,OBLIGATOIR,AGL4,ANGLAIS APPROFONDI,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,MUSIQ,MUSIQUE,F,FACULTATIF
F,FRANCE,N,04/09/2017,,N,0,EXTERN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,,,,,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,A-PLA,ARTS PLASTIQUES,F,FACULTATIF,,,,,,,,
M,FRANCE,N,09/04/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ALL2,ALLEMAND LV2,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,,N,0,EXTERN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,,,,,,,,,,,,
F,FRANCE,N,05/09/2017,,N,0,EXTERN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,MATHS,MATHEMATIQUES,O,OBLIGATOIR,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ALL2,ALLEMAND LV2,O,OBLIGATOIR,AGL 8,LITT. ANGLAIS,O,OBLIGATOIR,AGL4,ANGLAIS APPROFONDI,O,OBLIGATOIR,,,,,,,,
F,FRANCE,N,04/09/2017,,N,0,EXTERN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,MATHS,MATHEMATIQUES,O,OBLIGATOIR,A-PLA,ARTS PLASTIQUES,F,FACULTATIF,,,,,,,,
F,FRANCE,N,04/09/2017,,N,0,EXTERN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,SSPOL,SC.SOC. & POLITIQUES,O,OBLIGATOIR,A-PLA,ARTS PLASTIQUES,F,FACULTATIF,,,,,,,,
F,FRANCE,N,04/09/2017,,N,25,DP 5 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,AGL 8,LITT. ANGLAIS,O,OBLIGATOIR,AGL4,ANGLAIS APPROFONDI,O,OBLIGATOIR,,,,,,,,
M,FRANCE,N,04/09/2017,31/08/2018,N,0,EXTERN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,AGL 8,LITT. ANGLAIS,O,OBLIGATOIR,AGL4,ANGLAIS APPROFONDI,O,OBLIGATOIR,,,,,,,,
F,FRANCE,O,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,SES,SC. ECONO.& SOCIALES,O,OBLIGATOIR,ITA3,ITALIEN LV3,O,OBLIGATOIR,MUSIQ,MUSIQUE,F,FACULTATIF,,,,
F,FRANCE,N,04/09/2017,,N,0,EXTERN,AGL1,ANGLAIS LV1,,,,,,,,,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,31/08/2018,N,2,DP DAN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,SES,SC. ECONO.& SOCIALES,O,OBLIGATOIR,LITSO,LITTÉRATURE  SOCIETE,O,OBLIGATOIR,,,,,,,,
F,FRANCE,N,04/09/2017,14/09/2018,N,0,EXTERN,AGL1,ANGLAIS LV1,,,,,,,,,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,12/09/2017,N,0,EXTERN,AGL1,ANGLAIS LV1,,,,,,,,,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,AGL 8,LITT. ANGLAIS,O,OBLIGATOIR,A-PLA,ARTS PLASTIQUES,O,OBLIGATOIR,A-PLA,ARTS PLASTIQUES,F,FACULTATIF,,,,
M,FRANCE,N,04/09/2017,31/08/2018,N,2,DP DAN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,AGL 8,LITT. ANGLAIS,O,OBLIGATOIR,A-PLA,ARTS PLASTIQUES,O,OBLIGATOIR,A-PLA,ARTS PLASTIQUES,F,FACULTATIF,,,,
M,FRANCE,N,05/09/2017,31/08/2018,N,0,EXTERN,AGL1,ANGLAIS LV1,ALL2,ALLEMAND LV2,O,OBLIGATOIR,MATHS,MATHEMATIQUES,O,OBLIGATOIR,EPS,ED.PHYSIQUE & SPORT.,F,FACULTATIF,,,,,,,,
F,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,,,,,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,31/08/2018,N,0,EXTERN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,AGL 8,LITT. ANGLAIS,O,OBLIGATOIR,AGL4,ANGLAIS APPROFONDI,O,OBLIGATOIR,,,,,,,,
F,FRANCE,N,04/09/2017,31/08/2018,N,2,DP DAN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,,,,,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,31/08/2018,N,2,DP DAN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,EPS,ED.PHYSIQUE & SPORT.,F,FACULTATIF,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,03/09/2018,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,,,,,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,31/08/2018,N,0,EXTERN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,ISCNU,INFORMATIQ.SC.NUMERI,O,OBLIGATOIR,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,07/10/2017,N,2,DP DAN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,A-PLA,ARTS PLASTIQUES,F,FACULTATIF,,,,,,,,,,,,
M,FRANCE,O,04/09/2017,05/09/2018,N,0,EXTERN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,,,,,,,,,,,,,,,,
M,FRANCE,N,04/09/2017,31/08/2018,N,0,EXTERN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,MATHS,MATHEMATIQUES,O,OBLIGATOIR,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,,N,0,EXTERN,AGL1,ANGLAIS LV1,,,,,,,,,,,,,,,,,,,,
F,FRANCE,O,04/09/2017,,N,0,EXTERN,AGL1,ANGLAIS LV1,,,,,,,,,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,,N,0,EXTERN,AGL1,ANGLAIS LV1,,,,,,,,,,,,,,,,,,,,
M,FRANCE,N,04/09/2017,,N,0,EXTERN,AGL1,ANGLAIS LV1,,,,,,,,,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,,N,0,EXTERN,AGL1,ANGLAIS LV1,,,,,,,,,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,10/09/2018,N,0,EXTERN,AGL1,ANGLAIS LV1,,,,,,,,,,,,,,,,,,,,
M,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,,,,,,,,,,,,,,,,
M,FRANCE,N,04/09/2017,31/08/2018,N,0,EXTERN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,,,,,,,,,,,,,,,,
M,FRANCE,N,04/09/2017,05/09/2017,N,0,EXTERN,AGL1,ANGLAIS LV1,,,,,,,,,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,AGL 8,LITT. ANGLAIS,O,OBLIGATOIR,AGL4,ANGLAIS APPROFONDI,O,OBLIGATOIR,AGL9,ANGLAIS LV SECTION,F,FACULTATIF,,,,
F,FRANCE,N,04/09/2017,31/08/2018,N,0,EXTERN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,SSPOL,SC.SOC. & POLITIQUES,O,OBLIGATOIR,,,,,,,,,,,,
F,FRANCE,O,04/09/2017,03/09/2018,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,,,,,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,31/08/2018,N,2,DP DAN,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,AGL 8,LITT. ANGLAIS,O,OBLIGATOIR,AGL4,ANGLAIS APPROFONDI,O,OBLIGATOIR,,,,,,,,
F,FRANCE,N,04/09/2017,,N,0,EXTERN,AGL1,ANGLAIS LV1,,,,,,,,,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,AGL 8,LITT. ANGLAIS,O,OBLIGATOIR,AGL4,ANGLAIS APPROFONDI,O,OBLIGATOIR,,,,,,,,
M,FRANCE,N,04/09/2017,22/05/2018,N,0,EXTERN,AGL1,ANGLAIS LV1,,,,,,,,,,,,,,,,,,,,
M,FRANCE,N,04/09/2017,,N,24,DP 4 J,AGL1,ANGLAIS LV1,ESP2,ESPAGNOL LV2,O,OBLIGATOIR,,,,,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,,N,0,EXTERN,AGL1,ANGLAIS LV1,,,,,,,,,,,,,,,,,,,,
M,FRANCE,N,04/09/2017,03/09/2018,N,0,EXTERN,AGL1,ANGLAIS LV1,,,,,,,,,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,31/08/2018,N,0,EXTERN,AGL1,ANGLAIS LV1,,,,,,,,,,,,,,,,,,,,
M,FRANCE,N,04/09/2017,,N,0,EXTERN,AGL1,ANGLAIS LV1,,,,,,,,,,,,,,,,,,,,
F,FRANCE,N,04/09/2017,31/08/2018,N,2,DP DAN,AGL1,ANGLAIS LV1,ALL2,ALLEMAND LV2,O,OBLIGATOIR,AGL 8,LITT. ANGLAIS,O,OBLIGATOIR,AGL4,ANGLAIS APPROFONDI,O,OBLIGATOIR,,,,,,,,
